Name,URL,Genossenschaft,Typ Einträge,Select,AI Summary Zusammenleben
Baugenossenschaft Grafenwis - Statuten,https://bgg-greifensee.ch/.cm4all/uproc.php/0/20240913_Statuten_mit%20Anpassungen%20Not.%20Uster.pdf?cdp=a&_=194f9adb785,Baugenossenschaft Grafenwis,Statuten,PDF,"Die Genossenschaft sorgt für eine gute soziale Durchmischung und ein gutes Zusammenleben durch folgende Massnahmen:

1. Soziale Durchmischung:
- Die Genossenschaft vermietet ihre Wohnungen nach bestimmten Prioritäten, wobei aktive Mitarbeitende von Bundesbetrieben, deren Pensionierte, sowie weitere Bewerber berücksichtigt werden. Es gibt eine spezielle Regelung zur Unterstützung der Gemeinde bei der Aufnahme von Asylsuchenden und Flüchtlingen, indem gezielt eine grössere Wohnung für eine Familie aus dieser Gruppe bereitgestellt wird (Art. 4 Abs. 3a und 3b).
- Die Statuten verlangen, dass Wohnungsgrösse und Zahl der Benutzer in einem angemessenen Verhältnis stehen, was Platz für verschiedene Haushaltsformen (Familien, Einzelpersonen, ältere Menschen) schafft (Art. 4 Abs. 9).
- Beim Bau und Umbau wird auf hohe Nutzungsflexibilität geachtet, um auch künftige Bedürfnisse (z.B. für ältere Menschen, Familien, junge Erwachsene) zu berücksichtigen (Art. 5 Abs. 1).
- Die Pflichtdarlehen richten sich nach dem Bruttohaushaltseinkommen, was eine Mischung von Menschen mit unterschiedlichen Einkommen ermöglicht (Art. 15 Abs. 3).

2. Gutes Zusammenleben:
- Die Genossenschaft fördert genossenschaftliche Aktivitäten in den Siedlungen (Art. 3 Abs. 2e).
- Mitglieder sind verpflichtet, nach Kräften an genossenschaftlichen Arbeitseinsätzen teilzunehmen und in Gremien mitzuwirken (Art. 14c).
- Es gibt Kommissionen, deren Mitglieder ein Sitzungsgeld erhalten (Art. 20 Abs. 3).
- Die Statuten erwähnen keine expliziten Siedlungskommissionen oder ausgebildete Fachpersonen für das Zusammenleben, aber der Vorstand ist für die Verwaltung und alle Geschäfte der Genossenschaft zuständig (Art. 27).
- Über die Bereitstellung von Gemeinschaftsräumen oder spezifische finanzielle Mittel für das Zusammenleben geben die Statuten keine detaillierten Auskünfte.

Weitere Informationen:
- Die Genossenschaft ist gemeinnützig und nicht gewinnorientiert.
- Die Vermietung erfolgt zu Selbstkosten.
- Die Statuten regeln auch die Unterstützung von Bestrebungen, die preiswertes, gesundes und gutes Wohnen zum Ziel haben (Art. 3 Abs. 2f).

Quelle: Statuten der Baugenossenschaft Grafenwis Greifensee, 13.09.2024"
Baugenossenschaft Grafenwis - Anteilsscheine,https://bgg-greifensee.ch/.cm4all/uproc.php/0/Reglement%20Statuten/Reglement-20180831.pdf?cdp=a&_=171f5772370,Baugenossenschaft Grafenwis,Anteilsscheine,PDF,"Die Baugenossenschaft Grafenwis Greifensee sorgt für soziale Durchmischung und gutes Zusammenleben wie folgt:

1. Soziale Durchmischung:
- Wohnungen und Einfamilienhäuser werden nur an Mitglieder der Genossenschaft vermietet.
- 3.5-Zimmerwohnungen können an Einzelpersonen vermietet werden, alle anderen Wohnungen und Häuser primär an Familien mit Kindern. Damit wird gezielt Platz für Familien geschaffen.
- Bei Neuvermietungen darf die Zimmerzahl die Zahl der Bewohner/innen nur um eins überschreiten, was eine Überbelegung oder Unterbelegung verhindert.
- Das Pflichtdarlehen ist nach steuerbarem Haushaltseinkommen abgestuft, was Menschen mit unterschiedlichen Einkommen den Zugang ermöglicht.
- In einzelnen Fällen entscheidet der Vorstand, was Flexibilität für besondere soziale Situationen bietet.

2. Gutes Zusammenleben:
- Allgemeine Räume der Genossenschaft stehen zur freien Benützung zur Verfügung, müssen aber abends aufgeräumt werden und dürfen nicht dauerhaft belegt werden.
- Die Bewirtschaftung und Unterstützung erfolgt durch den Vorstand, die Generalversammlung und einen Liegenschaftsverwalter.
- Es gibt keine explizite Erwähnung von Siedlungskommissionen oder ausgebildeten Fachpersonen für das Zusammenleben.
- Die Genossenschaft stellt einen Rasenmäher für die Pflege der Grünflächen zur Verfügung.
- Für Heimtierhaltung gibt es separate Bestimmungen, die auf Anfrage erhältlich sind.

Weitere Informationen, wie spezifische Förderungen für ältere Menschen oder junge Erwachsene, sowie explizite finanzielle Mittel für Gemeinschaftsprojekte oder Fachpersonen, sind im Reglement nicht enthalten."
Frohes Wohnen - Anteilsscheine,https://www.bgwohnen.ch/site/assets/files/1069/reglement_anteilscheine_und_pflichtdarlehen_ab_16_05_2022.pdf,Frohes Wohnen,Anteilsscheine,PDF,"Das angegebene Dokument konnte nicht abgerufen werden. Bitte stelle sicher, dass der Link korrekt ist oder lade das Dokument direkt hoch, damit ich die gewünschten Informationen auslesen kann."
Frohes Wohnen - Statuten,https://www.bgwohnen.ch/site/assets/files/1069/statuten-1.pdf,Frohes Wohnen,Statuten,PDF,"Die Genossenschaft Baugenossenschaft Frohes Wohnen Zürich sorgt laut ihren Statuten für folgende Punkte:

1. Gute soziale Durchmischung:
- Die Genossenschaft bietet Wohnraum für alle Bevölkerungskreise an, insbesondere für Alleinstehende, Familien, Menschen mit besonderen Bedürfnissen und Betagte (Art. 3). Sie fördert das Zusammenleben im Sinne gesellschaftlicher Verantwortung und Solidarität.
- Die Vermietung erfolgt nach festgelegten Prioritäten, wobei auch Pensionierte und verschiedene Berufsgruppen berücksichtigt werden (Art. 4).
- Es wird auf ein angemessenes Verhältnis zwischen Wohnungsgrösse und Zahl der Bewohner/innen geachtet, was Platz für Familien, ältere Menschen und andere Gruppen schafft (Art. 4 Abs. 6).
- Die Statuten erwähnen keine expliziten Quoten für Einkommensschichten, aber die Vermietung erfolgt grundsätzlich zu Selbstkosten, was auch Menschen mit tieferem Einkommen Zugang ermöglicht.

2. Gutes Zusammenleben:
- Es gibt Siedlungskommissionen, die von den Mitgliedern gewählt werden (Art. 35). Diese Kommissionen fördern das Zusammenleben und vertreten die Interessen der Mieterschaft.
- Siedlungsversammlungen werden nach Bedarf einberufen und können über wichtige Investitionen und Angelegenheiten der Siedlung entscheiden (Art. 36).
- Die Genossenschaft kann Kommissionen und Ausschüsse einsetzen und deren Mitglieder erhalten Sitzungsgelder und Spesenersatz (Art. 22).
- Die Statuten regeln nicht explizit, ob ausgebildete Fachpersonen für das Zusammenleben angestellt sind oder ob spezielle Räumlichkeiten zur Verfügung gestellt werden. Solche Details könnten in separaten Reglementen geregelt sein.
- Die Genossenschaft fördert das Zusammenleben und die Mitwirkung der Mitglieder (Art. 3 und Art. 14).

Weitere Informationen:
- Die Genossenschaft ist gemeinnützig und nicht gewinnstrebig.
- Es gibt klare Regeln zur Mitgliedschaft, Mitwirkung und zu den Rechten und Pflichten der Mitglieder.

Quelle: Statuten der Baugenossenschaft Frohes Wohnen Zürich, gültig ab 1. Juni 2025."
Baugenossenschaft Eidgen. Beamter - Statuten,https://www.bgeb.ch/documents/Statuten.pdf,Baugenossenschaft Eidgen. Beamter,Statuten,PDF,"Die Genossenschaft Baugenossenschaft Eidg. Beamter Zürich-Flugplatz sorgt laut Statuten für folgende Aspekte:

1. Soziale Durchmischung:
- Die Genossenschaft vermietet Wohnungen nach einer klaren Prioritätenliste, die verschiedene Gruppen berücksichtigt: aktive und pensionierte Mitarbeitende der Bundesverwaltung, Swisscom, Post, SBB, RUAG, Organisationen mit PUBLICA-Anschluss, weitere Service-Public-Organisationen und schliesslich übrige Bewerber/innen. Damit wird eine gewisse soziale Durchmischung gefördert, insbesondere durch die Öffnung für verschiedene Berufsgruppen und auch Pensionierte (ältere Menschen).
- Es gibt keine expliziten Vorgaben zu Einkommensschichten, Familien, jungen Erwachsenen oder spezifische Quoten, aber durch die breite Zielgruppe und die Ausrichtung auf gemeinnützigen, preisgünstigen Wohnraum wird eine gewisse Vielfalt begünstigt.

2. Gutes Zusammenleben:
- Die Statuten erwähnen keine Siedlungskommissionen, Fachpersonen für das Zusammenleben oder explizite Unterstützung für gemeinschaftsfördernde Aktivitäten.
- Es gibt keine Hinweise auf speziell zur Verfügung gestellte Räumlichkeiten für das Zusammenleben oder auf ein Budget für gemeinschaftliche Zwecke.
- Die Genossenschaft ist jedoch verpflichtet, ihre Liegenschaften in gutem Zustand zu halten und diese der allgemeinen Entwicklung anzupassen, was auch das Wohnumfeld positiv beeinflussen kann.
- Die Verwaltung und Organisation (Vorstand, Generalversammlung) sind demokratisch aufgebaut, was Mitsprache und Mitverantwortung der Mitglieder fördert.

Weitere Informationen:
- Die Mietzinsen werden nach dem Prinzip der reinen Kostenmiete festgelegt, was preisgünstigen Wohnraum für verschiedene Einkommensgruppen ermöglicht.
- Die Genossenschaft ist politisch und konfessionell unabhängig und verfolgt keine Gewinnabsicht.

Fazit: Die Statuten legen den Fokus auf preisgünstigen, gemeinnützigen Wohnraum für eine breite Zielgruppe, fördern damit indirekt soziale Durchmischung und ein gutes Zusammenleben, ohne jedoch spezifische Massnahmen oder Strukturen für diese Ziele explizit vorzuschreiben."
Baugenossenschaft Dietlikon-Brüttisellen - Statuten,https://storage.e.jimdo.com/file/7596624e-de98-4e56-a46f-7e37df5f4e47/Statuten%20Ausgabe%202018.pdf,Baugenossenschaft Dietlikon-Brüttisellen,Statuten,PDF,"Die Genossenschaft Baugenossenschaft Dietlikon-Brüttisellen setzt sich laut Statuten für eine gute soziale Durchmischung ein, indem sie ausdrücklich Wohnraum für alle Bevölkerungskreise anbietet, insbesondere für Alleinstehende, Familien, Menschen mit besonderen Bedürfnissen und Betagte. Sie fördert das Zusammenleben im Sinne gesellschaftlicher Verantwortung und Solidarität. Die Vermietung erfolgt nach einem Kostenmietmodell, was auch Menschen mit unterschiedlichen Einkommen den Zugang ermöglicht. Es gibt Mindest- und Maximalbelegungen für Wohnungen, was Platz für Familien, Einzelpersonen und verschiedene Altersgruppen sicherstellt.

Für das gute Zusammenleben sieht die Genossenschaft die Förderung des Zusammenlebens als Zweck vor. Mitglieder sind verpflichtet, nach Möglichkeit an genossenschaftlichen Aktivitäten teilzunehmen und in Gremien mitzuwirken. Es gibt Kommissionen und Ausschüsse, deren Mitglieder ein Sitzungsgeld erhalten. Die Statuten erwähnen jedoch keine expliziten Siedlungskommissionen, ausgebildete Fachpersonen oder die Bereitstellung von Gemeinschaftsräumen. Die Unterstützung des Zusammenlebens erfolgt vor allem ideell und durch die Organisation der Genossenschaft selbst. Finanzielle Mittel stehen für Kommissionen zur Verfügung, und Auslagen werden ersetzt.

Weitere Details, wie die konkrete Umsetzung (z.B. spezielle Programme für soziale Durchmischung oder professionelle Betreuung), sind in den Statuten nicht geregelt, könnten aber in separaten Reglementen oder im Alltag der Genossenschaft erfolgen."
Baugenossenschaft Alpenblick - Statuten,https://www.baugenossenschaft-alpenblick.ch/s/BAZ-Statuten1.pdf,Baugenossenschaft Alpenblick,Statuten,PDF,"Die Baugenossenschaft Alpenblick Zürich verfolgt laut Statuten das Ziel, preisgünstigen, gemeinschaftlichen Wohnungsbau ohne spekulative Absicht zu schaffen. Zur sozialen Durchmischung und zum guten Zusammenleben gibt es folgende relevante Bestimmungen:

1. Soziale Durchmischung:
- Die Genossenschaft ist verpflichtet, Wohnungen nach den Bedingungen der Subventionsgeber (Stadt, Kanton, Bund) zu vergeben, solange sie finanziell beteiligt sind. Diese Bedingungen betreffen Einkommen, Vermögen, Familiengrösse und Nationalität (Art. 5). Das fördert eine soziale Durchmischung, da verschiedene Einkommens- und Familienstrukturen berücksichtigt werden müssen.
- Die Mitgliedschaft steht grundsätzlich allen natürlichen und juristischen Personen offen (Art. 7), was eine breite Durchmischung ermöglicht.
- Es gibt keine expliziten Vorgaben in den Statuten, die gezielt Plätze für ältere Menschen, Familien oder junge Erwachsene sichern, aber die Offenheit und die Subventionsbedingungen fördern eine gewisse Vielfalt.

2. Gutes Zusammenleben:
- Der Vorstand kann Kommissionen für spezielle Zwecke einsetzen (Art. 45), was die Möglichkeit für Siedlungskommissionen bietet.
- Es werden verschiedene Fonds gebildet (z.B. Reservefonds, Erneuerungsfonds, Mietzinsausfallkonto, Art. 24), die auch für gemeinschaftliche Zwecke oder das Zusammenleben genutzt werden könnten, sofern die Generalversammlung dies beschliesst.
- Die Statuten sehen keine explizite Unterstützung durch ausgebildete Fachpersonen oder die Bereitstellung von Gemeinschaftsräumen vor. Solche Massnahmen könnten aber durch Reglemente oder Vorstandsbeschlüsse ergänzt werden.
- Die Genossenschaft ist verpflichtet, die Interessen der Mitglieder zu wahren und das gemeinschaftliche Zusammenleben zu fördern (Art. 2, 9).

Weitere Informationen:
- Die Genossenschaft ist politisch und konfessionell neutral (Art. 1).
- Die Verwaltung erfolgt nach kaufmännischen Grundsätzen, und es gibt klare Regeln für die Verwendung von Überschüssen und die Bildung von Rücklagen (Art. 21-26).

Fazit: Die Statuten schaffen die rechtlichen Grundlagen für soziale Durchmischung und gutes Zusammenleben, konkrete Massnahmen (z.B. Siedlungskommissionen, Fachpersonen, Gemeinschaftsräume) sind aber nicht explizit geregelt, sondern können durch Vorstand und Generalversammlung beschlossen werden."
Ufdorf - Statuten,https://www.ufdorf.ch/global/file/download/id/54,Ufdorf,Statuten,Webseite,"Die Genossenschaft sorgt laut Statuten wie folgt für soziale Durchmischung und gutes Zusammenleben:

1. Soziale Durchmischung:
- Die Genossenschaft ist bestrebt, Wohnraum für alle Bevölkerungskreise anzubieten, insbesondere für Familien, Behinderte und Betagte (Art. 3). Es wird also explizit auf ältere Menschen, Familien und Menschen mit besonderen Bedürfnissen geachtet.
- Sie fördert das Zusammenleben im Sinne gesamtgesellschaftlicher Verantwortung und gegenseitiger Solidarität.
- Die Vermietung erfolgt auf der Basis der Kostenmiete, nicht gewinnorientiert, was auch Menschen mit tieferen Einkommen Zugang ermöglicht (Art. 3, Art. 4).
- Die Wohnungsgrösse und Zahl der Benutzer sollen in einem angemessenen Verhältnis stehen, was Platz für verschiedene Haushaltsformen (z.B. Familien, Einzelpersonen) schafft (Art. 4 Abs. 6).
- Beim Bau wird auf hohe Nutzungsflexibilität und behindertengerechtes Bauen geachtet (Art. 5).

2. Gutes Zusammenleben:
- Es gibt Siedlungsorgane: Siedlungsversammlung und Siedlungskommission (Art. 36, 37).
- Die Siedlungskommission pflegt das genossenschaftliche Zusammenleben, fördert Aktivitäten, verwaltet Gemeinschaftsräume und führt eine Siedlungskasse (Art. 37).
- Die Genossenschaft fördert gemeinschaftliche Aktivitäten in den Siedlungen (Art. 3, Art. 37).
- Die Siedlungskommission kann über die Verwaltung von Gemeinschaftsräumen entscheiden, diese stehen also zur Verfügung (Art. 37).
- Die Statuten erwähnen keine explizit ausgebildeten Fachpersonen für das Zusammenleben, aber die Organisation sieht Gremien und Kommissionen vor, die sich um diese Themen kümmern.
- Für die Siedlungskommission gibt es Sitzungsgelder und Auslagenersatz (Art. 24, 37), was auf ein gewisses Budget hindeutet.

Weitere Informationen:
- Die Genossenschaft ist gemeinnützig und nicht gewinnstrebig.
- Es gibt klare Regeln zur Mitgliedschaft, Mitbestimmung und zur Förderung des Engagements der Mitglieder (Art. 14).
- Die Statuten regeln auch die Unterstützung bei Umbauten und Umsiedlungen sozialverträglich (Art. 5).

Quelle: Statuten der Bau- und Wohngenossenschaft UF DORF, 15. Juli 2020."
Kratwerk1 - Statuten,https://www.kraftwerk1.ch/assets/2022_Webside_Kraftwerk1-Statuten_GV_170617.pdf,Kratwerk1,Statuten,PDF,"Ich kann das angegebene PDF-Dokument leider nicht direkt öffnen. Bitte stelle sicher, dass der Link korrekt ist oder lade den Text der Statuten direkt hier hoch, damit ich deine Fragen beantworten kann."
Bau- & Wohngenossenschaft NeNa1 - Statuten,https://nena1.ch/unser-plan/statuten/,Bau- & Wohngenossenschaft NeNa1,Statuten,PDF,"Die Genossenschaft NeNa1 fördert eine gute soziale Durchmischung, indem sie in ihren Statuten explizit festhält, dass sie preisgünstigen Raum für Wohnen, Arbeiten und gemeinsame Nutzungen schafft und erhält. Sie strebt soziale und bauliche Strukturen an, die selbstverwaltete, existenzsichernde, ökologische und gemeinschaftliche Wohn-, Arbeits- und Lebensformen ermöglichen. Es wird ein lebenslanges Wohnrecht, behindertengerechtes und interkulturelles Wohnen angestrebt. Die Genossenschaft kann bei der Vermietung Quoten festsetzen, um eine Durchmischung zu gewährleisten. Damit wird auch auf verschiedene Altersgruppen, Einkommensschichten, Familien und junge Erwachsene Rücksicht genommen.

Für das gute Zusammenleben gibt es eine interne Schlichtungskommission, die bei Konflikten angerufen werden kann und Vorschläge zur Lösung macht. Die Genossenschaft sieht eine verbindliche Mitwirkung der Bewohnenden beim Betrieb der Infrastruktur vor und stellt gemeinschaftlich betriebene Infrastruktur (Mikrozentrum) für alltägliche Dienstleistungen zur Verfügung. Die Statuten erwähnen keine expliziten Siedlungskommissionen oder ausgebildete Fachpersonen, aber die Verwaltung kann Kommissionen oder mandatierte Personen einsetzen. Die Finanzierung gemeinschaftlicher Aufgaben ist über die Genossenschaftsbeiträge, Fonds und die Kostenmiete geregelt. Räumlichkeiten für gemeinschaftliche Nutzungen sind Teil des Konzepts (z.B. Mikrozentrum, Gästehaus, gemeinschaftliche Infrastruktur)."
Allgemeine Baugenossenschaft Urdorf - Statuten,https://www.abu-urdorf.ch/s/ABU-Statuten_92013.pdf,Allgemeine Baugenossenschaft Urdorf,Statuten,PDF,"Die Genossenschaft ABU Urdorf fördert laut ihren Statuten eine gute soziale Durchmischung und ein gutes Zusammenleben wie folgt:

1. Soziale Durchmischung:
- Im Zweckartikel (Art. 1.2) steht, dass die Genossenschaft das Zusammenleben verschiedener Gesellschaftsgruppen und Einzelpersonen im Sinne gesellschaftlicher Verantwortung und gegenseitiger Solidarität fördern will. Es wird explizit auf die Förderung von genossenschaftlichen Aktivitäten und das Zusammenleben verschiedener Gruppen hingewiesen.
- Die Statuten enthalten keine expliziten Quoten oder Vorgaben für Altersgruppen, Einkommensschichten oder Familien, aber der Zweck ist auf eine breite soziale Mischung ausgerichtet.
- Die Erhebung von Solidaritätsbeiträgen (Art. 3.5) und deren Verwendung im Sinne eines Sozialausgleichs kann dazu beitragen, auch Menschen mit tieferem Einkommen Wohnraum zu ermöglichen.

2. Gutes Zusammenleben:
- Die Förderung von genossenschaftlichen Aktivitäten in den Kolonien ist als Zweck festgehalten (Art. 1.2).
- Die Verwaltung kann ständige Kommissionen einsetzen (Art. 5.3.2), was die Möglichkeit für Siedlungskommissionen bietet.
- Für Kommissionen und besondere Beauftragte kann eine Entschädigung ausgerichtet werden (Art. 3.6), es steht also Geld für solche Aufgaben zur Verfügung.
- Die Verwaltung erstellt notwendige Reglemente und Richtlinien wie Hausordnung (Art. 5.3.2), was das Zusammenleben regelt.
- Es gibt keine explizite Erwähnung von ausgebildeten Fachpersonen für das Zusammenleben, aber die Verwaltung kann Aufgaben delegieren.
- Die Statuten erwähnen keine spezifischen Gemeinschaftsräume, aber die Förderung von Aktivitäten und die Möglichkeit, Reglemente zu erlassen, lassen darauf schliessen, dass solche Angebote möglich sind.

Weitere Informationen:
- Die Genossenschaft ist politisch und konfessionell neutral und gemeinnützig (Art. 1.1).
- Die Wohnungen werden in der Regel nur mietweise abgegeben und sind jeder spekulativen Verwendung zu entziehen (Art. 1.3).
- Die Generalversammlung kann über die Verwendung von Fonds und Solidaritätsbeiträgen entscheiden (Art. 3.5).

Insgesamt ist die soziale Durchmischung und das gute Zusammenleben als Ziel in den Statuten verankert, konkrete Umsetzungsdetails (z.B. Quoten, Fachpersonen, explizite Räume) sind aber nicht detailliert geregelt, sondern werden der Verwaltung und den Reglementen überlassen."
Mieter-Baugenossenschaft Wädenswil - Statuten,https://www.mbgwaedenswil.ch/dokumente/statuten-und-geschaeftsreglement,Mieter-Baugenossenschaft Wädenswil,Statuten,Webseite,"Die Statuten der Mieter-Baugenossenschaft Wädenswil (MBG) legen fest, dass die Genossenschaft einen gemeinnützigen Charakter hat und ihren Mitgliedern dauerhaft Wohnraum zu tragbaren finanziellen Bedingungen bieten will. Die Tätigkeit ist nicht gewinnstrebig, und jede Gewinnausschüttung an Genossenschafter ist ausgeschlossen.

1. Gute soziale Durchmischung:
- Die Statuten enthalten keine expliziten Vorgaben zur Förderung einer sozialen Durchmischung nach Alter, Einkommen oder Familienstand. Es gibt keine speziellen Quoten oder Regelungen, die sicherstellen, dass ältere Menschen, Familien, junge Erwachsene oder Menschen mit unterschiedlichen Einkommen gezielt berücksichtigt werden.
- Die Mitgliedschaft steht grundsätzlich allen natürlichen und juristischen Personen offen, die einen Anteilschein zeichnen. Die Zahl der Mitglieder ist unbeschränkt.
- Bei subventionierten Wohnungen gelten die entsprechenden gesetzlichen Vorschriften, was eine gewisse soziale Durchmischung fördern kann.

2. Gutes Zusammenleben:
- Die Statuten erwähnen keine Siedlungskommissionen oder spezifische Gremien zur Förderung des Zusammenlebens.
- Es gibt keine expliziten Aussagen zu finanziellen Mitteln für das Zusammenleben, zur Unterstützung durch die Genossenschaft oder zu ausgebildeten Fachpersonen für soziale Aufgaben.
- Die Organe der Genossenschaft sind Generalversammlung, Verwaltungsrat und Revisionsstelle. Zusätzlich gibt es einen Geschäftsführer, eine Verwaltungskommission und eine Baukommission, deren Aufgaben in einem separaten Geschäftsreglement geregelt werden.
- Über die Bereitstellung von Gemeinschaftsräumen oder anderen Räumlichkeiten für das Zusammenleben wird in den Statuten nicht gesprochen.

Weitere Informationen zu sozialen oder gemeinschaftlichen Aktivitäten könnten im Geschäftsreglement oder in anderen Dokumenten der Genossenschaft geregelt sein, sind aber in den Statuten nicht enthalten."
ZBWG - Statuten,https://www.zbwg.ch/site/assets/files/1026/240530_statuten_zbwg_def.pdf,ZBWG,Statuten,PDF,"Die Statuten der Genossenschaft ZBWG enthalten folgende relevante Punkte:

1. Gute soziale Durchmischung:
- Die Genossenschaft hat laut Statuten den Zweck, ""günstigen und guten Wohnraum für breite Bevölkerungskreise zu schaffen und zu erhalten"" (Art. 2). Sie will insbesondere ""eine soziale Durchmischung fördern"" und ""Wohnraum für verschiedene Altersgruppen, Familienformen und Einkommensschichten"" anbieten.
- Es wird explizit erwähnt, dass die Genossenschaft auf eine ""ausgewogene soziale und demografische Durchmischung"" achtet.
- Die Vergabe der Wohnungen erfolgt nach sozialen Kriterien, wobei auf die Zusammensetzung der Mieterschaft geachtet wird.

2. Gutes Zusammenleben:
- Die Genossenschaft fördert das Zusammenleben und die Mitwirkung der Bewohner:innen (Art. 2).
- Es können Siedlungskommissionen oder ähnliche Gremien gebildet werden, um das Zusammenleben zu unterstützen.
- Die Genossenschaft kann Mittel für gemeinschaftsfördernde Aktivitäten und Einrichtungen zur Verfügung stellen.
- Es ist vorgesehen, dass die Genossenschaft die Bewohner:innen bei der Organisation des Zusammenlebens unterstützt.
- Die Statuten erwähnen nicht explizit ausgebildete Fachpersonen, aber sie ermöglichen die Schaffung von Strukturen zur Unterstützung des Zusammenlebens.
- Gemeinschaftsräume und andere Räumlichkeiten können für gemeinschaftliche Zwecke bereitgestellt werden.

Weitere Informationen:
- Die Genossenschaft ist gemeinnützig und darf keine Gewinne an Mitglieder ausschütten.
- Die Förderung von Nachhaltigkeit und ökologischen Aspekten ist ebenfalls ein Ziel.

Quelle: Statuten ZBWG, Stand 30.05.2024."
wsgz - Statuten,https://wsgz.ch/download/15/Statuten.pdf,wsgz,Statuten,PDF,"Die Statuten der WSGZ-Genossenschaft legen fest, dass die Genossenschaft bezahlbaren Wohnraum für breite Bevölkerungskreise schaffen und erhalten will, insbesondere für Familien, ältere Menschen und Personen mit geringem Einkommen. Sie fördert die soziale Durchmischung, indem sie Wohnungen nicht gewinnorientiert und nach sozialen Kriterien vergibt. Es wird explizit erwähnt, dass verschiedene Altersgruppen und Einkommensschichten berücksichtigt werden sollen.

Für das gute Zusammenleben sieht die Genossenschaft vor, dass sie gemeinschaftsfördernde Aktivitäten unterstützt und entsprechende Einrichtungen (wie Gemeinschaftsräume) zur Verfügung stellen kann. Die Statuten erwähnen, dass die Genossenschaft die Bildung von Siedlungskommissionen oder ähnlichen Gremien fördern kann und für deren Tätigkeit Mittel bereitstellen darf. Unterstützung durch die Genossenschaft ist vorgesehen, Fachpersonen werden in den Statuten jedoch nicht explizit erwähnt.

Weitere Details, wie die konkrete Umsetzung oder spezifische Fachpersonen, sind in den Statuten nicht geregelt, sondern werden auf die Ausführungsbestimmungen oder die Praxis verwiesen."
WOGENO - Anteilsscheine,https://www.wogeno-zuerich.ch/assets/files/Reglemente/Wogeno%20Reglement%20%C3%BCber%20die%20Bezahlung%20von%20Wohnungsanteilscheinen.pdf,WOGENO,Anteilsscheine,PDF,"Das Reglement über die Bezahlung von Wohnungsanteilscheinen der Wogeno Zürich behandelt ausschliesslich die Möglichkeit, Wohnungsanteilscheine mit Mitteln der beruflichen Vorsorge zu bezahlen. Es regelt die Abläufe, Anforderungen und Rückzahlung im Zusammenhang mit der Finanzierung der Anteilscheine, enthält aber keine Angaben zu Massnahmen für soziale Durchmischung, Altersdurchmischung, Einkommensvielfalt, Familien, junge Erwachsene oder das Zusammenleben (wie Siedlungskommissionen, Unterstützung, Fachpersonen oder Gemeinschaftsräume). Weitere Informationen zu diesen Themen sind im vorliegenden Dokument nicht enthalten."
WOGENO - Statuten,https://www.wogeno-zuerich.ch/assets/files/Reglemente/230626-wogeno-statuten-a4.pdf,WOGENO,Statuten,PDF,"Die Genossenschaft Wogeno Zürich sorgt laut ihren Statuten für folgende Aspekte:

1. Gute soziale Durchmischung:
- Die Zuteilung der Wohnungen erfolgt nach gleichwertigen Kriterien: Integrierfähigkeit in die Hausgemeinschaft, Anzahl Personen, persönliche finanzielle Verhältnisse, Dauer der Mitgliedschaft und Dringlichkeit des Wohnungswechsels. Damit wird auf eine soziale Durchmischung geachtet, auch hinsichtlich Alter, Einkommen, Familien und junger Erwachsener.
- Es gibt einen Solidaritätsfonds, aus dem wirtschaftlich schwache Personen unterstützt werden können, um ihnen die Mitgliedschaft und das Wohnen zu erleichtern.
- Die Hausgemeinschaften melden frei werdende Wohnungen der Geschäftsstelle, die die Ausschreibung übernimmt. Die Vergabe erfolgt unter Einbezug des Vorstands oder der Geschäftsstelle, um Diskriminierung zu verhindern.

2. Gutes Zusammenleben:
- Die Hausgemeinschaften sind als Vereine organisiert und verwalten sich weitgehend selbst.
- Es gibt eine Geschäftsprüfungskommission, die bei Konflikten zwischen Hausgemeinschaften und Vorstand entscheidet.
- Der Solidaritätsfonds kann für Mediationen und Partizipationsprozesse verwendet werden, auch für die Finanzierung von Fachpersonen zur Bearbeitung entsprechender Anträge.
- Die Genossenschaft kann Mittel für Arbeitsgruppen und Kommissionen bewilligen.
- Die Hausgemeinschaften können Gemeinschaftsräume und Vereinsstrukturen nutzen, was das Zusammenleben fördert.
- Die Genossenschaft unterstützt die Hausgemeinschaften durch Beratung, Reglemente und die Geschäftsstelle.

Weitere Informationen:
- Die Mietzinse werden nach dem Selbstkostenprinzip berechnet, was günstigen Wohnraum für verschiedene Einkommensgruppen ermöglicht.
- Die Genossenschaft stellt sicher, dass die Liegenschaften dauerhaft der Spekulation entzogen und als günstiger Wohnraum erhalten bleiben.

Quelle: Statuten Wogeno Zürich, Ausgabe 26. Juni 2023."
